ident,name,coordinates,iso_country,iata_code
07GA,Alcovy Airport,"-83.76309967, 33.67499924",US,
07I,Lake Monroe Seaplane Base,"-86.44609833, 39.05870056",US,
07ID,Interstate Airport,"-113.3050003, 42.27819824",US,
07II,St Vincent Jennings Hospital Heliport,"-85.64080048, 39.01060104",US,
07IN,Gray Airport,"-85.91390228, 39.57369995",US,
07K,Central City Municipal - Larry Reineke Field,"-98.05169678, 41.11259842",US,
07KS,Heape Field,"-96.93669891, 37.73419952",US,
07KY,Blue Lick Airport,"-85.69329834, 38.08060074",US,
07LA,Air Oil Inc Nr 1 Heliport,"-90.18370056, 29.93709946",US,
07LS,LA State Police Troop F Heliport,"-91.98899841, 32.51810074",US,
07MA,West Pond Heliport,"-70.70950317, 41.91699982",US,
07MD,Baugher's Orchard Airport,"-77.05190277, 39.60829926",US,
07ME,Westbrook Heliport,"-70.33920288, 43.73830032",US,
07MI,Scott Airstrip,"-85.02390289, 43.86420059",US,
07MN,Dairyview Airport,"-95.90950012, 44.05500031",US,
07MO,Lake Sexton Airport,"-93.61689758, 38.65000153",US,
07MT,Glasgow Industrial Airport,"-106.5279999, 48.42110062",US,
07N,Bermudian Valley Airpark,"-77.00389862, 40.01679993",US,
07NC,Hawks Meadow Airport,"-80.75119781, 34.83319855",US,
07NH,Diving Rock Seaplane Base,"-72.06390381, 43.17559814",US,
07NJ,Palisades General Hospital Heliport,"-73.99539948, 40.79180145",US,
07NY,Mmc Heliport,"-74.76499939, 42.66640091",US,
07OH,Tennessee Gas Heliport,"-81.6835022, 39.93730164",US,
07OK,Pleasant Valley Airport,"-99.03369904, 34.63339996",US,
07OR,Bruce's Airport,"-122.6200027, 45.42179871",US,
07PN,Folmar Airport,"-78.125278, 40.998889",US,
07SN,Churchill Airport,"-99.36009979, 39.77280045",US,
07TA,Salaika Aviation Airport,"-95.34470367, 29.2404995",US,
07TE,Cuddihy Field,"-97.51280212, 27.72109985",US,
07TN,Corntassel Airport,"-84.2410965, 35.5685997",US,
07TS,Cross-Country Estates Airport,"-97.57279968, 30.625",US,
07TX,Pecks Heliport,"-96.44799805, 33.18399811",US,
07UT,ATK/Thiokol Airport,"-112.4472222, 41.7166667",US,
07VA,Alpha Hotel Airport,"-78.78309631, 36.81959915",US,
07VT,Meadow STOLport,"-72.91470337, 44.44720078",US,
07WA,Deaconess Medical Center Heliport,"-117.4250031, 47.65179825",US,
07WI,Bartell Strip,"-88.39150238, 42.96530151",US,
07XS,Allen Ponderosa Heliport,"-97.39170074, 32.54219818",US,
07Y,Hill City-Quadna Mountain Airport,"-93.59690094, 46.95550156",US,
08AK,Fisher Airport,"-149.724439, 61.569639",US,
08AR,Crittenden Regional Hospital Heliport,"-90.19, 35.141944",US,
08AZ,Mesa Police Heliport,"-111.836998, 33.41740036",US,
08B,Merrymeeting Field,"-69.88710022, 44",US,
08CA,Pg & E Co. Placerville Svc Center Heliport,"-120.8270035, 38.69490051",US,
08CL,Kistler Ranch Airport,"-120.5540009, 37.85960007",US,
08CN,Tulare Motor Sports #1 Heliport,"-119.306181, 36.172031",US,
08CO,Terra Firma Airport,"-104.0410004, 38.73249817",US,
08CT,Seavair's Landing Seaplane Base,"-73.0931015, 41.89599991",US,
08F,City of Coalgate Airport,"-96.23310089, 34.53179932",US,
08FA,Duda Airstrip,"-81.48370361, 26.57979965",US,
08FD,Sunniland Ranch Airport,"-80.77279663, 27.36310005",US,
08FL,J. H. Hendrie Farms Airport,"-81.3286972, 27.08449936",US,
08G,Salt Fork Lodge Heliport,"-81.52619934, 40.11090088",US,
08GA,Sapelo Island Airport,"-81.2858963, 31.42580032",US,
08ID,Symms Airport,"-116.7770004, 43.56930161",US,
08II,Lagrange Hospital Heliport,"-85.42639923, 41.64590073",US,
08IL,Harms Airstrip,"-89.79399872, 41.57699966",US,
08IN,Winona Lake Seaplane Base,"-85.830556, 41.223056",US,
08IS,Hemmer RLA Restricted Landing Area,"-89.20290375, 37.97779846",US,
08KS,Alderson Airport,"-97.58000183, 39.03469849",US,
08KY,Boss Airport,"-84.62609863, 36.97259903",US,
08LA,Air Oil Inc Nr 2 Heliport,"-90.18260193, 29.95299911",US,
08LL,Sauer Airport,"-88.48919678, 41.07529831",US,
08LS,Aeleron Airport,"-92.02359772, 30.40360069",US,
08MA,Wormid Airport,"-71.49620056, 42.29399872",US,
08MD,St Joseph Hospital Heliport,"-76.61000061, 39.38830185",US,
08ME,Lindbergh Airport,"-70.34529877, 44.81420135",US,
08MI,Sparrow Hospital Heliport,"-84.53659821, 42.73419952",US,
08MN,Christenson Point Seaplane Base,"-93.05439758, 47.66939926",US,
08MO,Twin Oaks Airport,"-94.28379822, 37.39559937",US,
08MS,Williams Field,"-89.86830139, 34.66220093",US,
08MT,Clark Airport,"-108.8170013, 47.06389999",US,
08N,Keller Brothers Airport,"-76.32879639, 40.29180145",US,
08NC,Whiteheart Farm Airport,"-80.46559906, 36.06760025",US,
08ND,Brecht Strip,"-102.0979996, 47.32310104",US,
08NE,Laurel Municipal Airport,"-97.07949829, 42.43170166",US,
08NH,Memorial Hospital Heliport,"-71.13580322, 44.06129837",US,
08NJ,St Barnabas Medical Center Heliport,"-74.30400085, 40.76259995",US,
08NY,Md1 Airport,"-74.50559998, 41.36809921",US,
08OH,Kenley Airport,"-80.56369781, 41.29169846",US,
08OK,Parks Airport,"-95.25830078, 34.93149948",US,
08OR,Saxon Sycan Airport,"-121.1169968, 42.83929825",US,
08PA,Pocono Raceway Heliport,"-75.49960327, 41.0583992",US,
08PN,Thomson Heliport,"-76.28079987, 40.04589844",US,
08R,Richmond Airport,"-71.62059784, 41.48949814",US,
08TA,Rancho Del Lago Heliport,"-98.22450256, 29.95190048",US,
08TE,B. J. Mc Combs Sisterdale Airport,"-98.74359894, 29.97599983",US,
08TS,Puesta Del Sol Airport,"-98.50720215, 26.88780022",US,
08TX,Cross Wind Airport,"-97.74749756, 32.85820007",US,
08U,Stevens-Crosby Airport,"-115.8600006, 41.51570129",US,
08VA,Springwood Airstrip,"-79.74980164, 37.55400085",US,
08WA,Manchester Laboratory Heliport,"-122.5479965, 47.57429886",US,
08WI,Pierick Airport,"-90.35510254, 43.04359818",US,
08XS,Peterson Airport,"-95.77749634, 29.10810089",US,
09AK,West Beaver Airport,"-149.847333, 61.589361",US,
09AR,Magnolia Hospital Heliport,"-93.23989868, 33.27320099",US,
09AZ,Stronghold Airport,"-110.038002, 31.9253006",US,
09CA,Mee Memorial Hospital Heliport,"-121.1320038, 36.20830154",US,
09CL,Alta Sierra Airport,"-121.0569992, 39.11380005",US,
09CN,Tulare Motor Sports #2 Heliport,"-119.313572, 36.182556",US,
09CO,Cottonwood Field,"-103.6529999, 38.05559921",US,
09FA,Placid Lakes Airport,"-81.4131012, 27.24559975",US,
09FD,Cheryl-Lane Landings Airport,"-82.08730316, 28.67110062",US,
09FL,Sunnybreeze Airport,"-81.97059631, 27.05559921",US,
09GA,Sunbelt Strip,"-83.68409729, 31.11129951",US,
09I,International Falls Seaplane Base,"-93.3707962, 48.60580063",US,
09IA,Skydive Iowa Airport,"-92.40930176, 41.74580002",US,
09ID,Taylor Ranch Landing Area Airport,"-114.8550034, 45.10390091",US,
09II,Gibbons Field,"-86.44499969, 38.44729996",US,
09IL,Silver Cross Hospital Heliport,"-88.05259705, 41.53639984",US,
09IN,Gordon Airport,"-85.42500305, 41.1208992",US,
09IS,Swedish American Heliport,"-89.07430267, 42.26499939",US,
09KS,Coffman Airport,"-95.13829803, 38.70700073",US,
09KY,Baptist Hospital East Heliport,"-85.63939667, 38.23899841",US,
09LA,Era Helicopters Fourchon Helibase Heliport,"-90.2016983, 29.12330055",US,
09LL,Pine Hill Airport,"-88.74320221, 42.4681015",US,
09LS,West Feliciana Sheriff's Office Heliport,"-91.38459778, 30.82439995",US,
09MA,Kallander Field,"-71.50589752, 42.3042984",US,
09ME,Perrotti Skyranch Airfield,"-70.85469818, 43.34080124",US,
09MI,Michigan National Guard Headquarters Heliport,"-84.56079865, 42.70809937",US,
09MN,W Johnson Field,"-95.66359711, 44.77999878",US,
09MO,Hogue Farm Airport,"-93.36329651, 37.3783989",US,
09N,Airhaven Airport,"-73.87599945, 41.83259964",US,
09NC,William Irving Lewis Airport,"-79.02999878, 35.32929993",US,
09NE,Summer Hill Farm Airport,"-96.19360352, 41.33330154",US,
09NJ,Stonebridge Farm Helistop,"-74.68650055, 40.65370178",US,
09NY,Spring Lake Fire Department Heliport,"-74.04889679, 41.92890167",US,
09OK,Ragtime Aerodrome,"-95.86389923, 36.35449982",US,
09OR,Mid-Columbia Medical Center Heliport,"-121.163827, 45.587235",US,
09PA,Eagle Field,"-77.98809814, 40.82699966",US,
09PN,Hundley Residence Heliport,"-75.1427002, 40.56200027",US,
09S,Sullivan Lake State Airport,"-117.2839966, 48.84090042",US,
09TA,Lazy G Bar Ranch Airport,"-97.49700165, 33.28210068",US,
09TE,Running M Ranch Airport,"-97.86699677, 32.26679993",US,
09TN,Univ of Tennessee Medical Center Heliport,"-83.94400024, 35.94169998",US,
09TS,Pitcock Rosillos Mountain Ranch Airport,"-103.1650009, 29.48240089",US,
09TX,Smokey Mtn Ranch Airport,"-102.0240021, 30.7390995",US,
09VA,Alum Ridge STOLport,"-80.49389648, 36.97650146",US,
09VG,Augusta Medical Center Heliport,"-78.98500061, 38.09080124",US,
09W,South Capitol Street Heliport,"-77.00749969, 38.86869812",US,
09WA,Holy Family Hospital Heliport,"-117.4069977, 47.71039963",US,
09WI,Parkway Farm Strip,"-91.30760193, 44.00360107",US,
09XS,Baptist Medical Center Heliport,"-98.49220276, 29.43300056",US,
09Y,Wipline Seaplane Base,"-93.01550293, 44.8166008",US,
0AK,Pilot Station Airport,"-162.8999939, 61.93460083",US,
0AK0,Scotts Airport,"-146.8619995, 64.39250183",US,
0AK1,Anderson Lake Airport,"-149.3220062, 61.6169014",US,
0AK2,Yentna Bend Strip,"-150.678611, 61.725556",US,
0AK3,Parker Lake Airport,"-150.4940033, 62.03590012",US,
0AK5,Young Creek Airport,"-142.7330017, 61.35649872",US,
0AK6,Victory Airport,"-147.9440002, 61.80339813",US,
0AK7,Bradley Lake Hydroelectri Project Airstrip,"-150.9589996, 59.77610016",US,
0AK8,Pollux Heliport,"-147.496994, 64.89579773",US,
0AK9,Falcon Lake Strip,"-150.0590057, 61.33259964",US,
0AL0,Huntsville Field,"-86.58889771, 34.68840027",US,
0AL1,Resort Airport,"-87.6568985, 30.44389915",US,
0AL2,Clay County Hospital Heliport,"-85.83329773, 33.27500153",US,
0AL3,Hospital Pad Heliport,"-86.94029999, 31.43059921",US,
0AL4,B.M.C. - De Kalb Heliport,"-85.75640106, 34.44079971",US,
0AL5,Flomaton Airport,"-87.25279999, 31.03219986",US,
0AL6,D.W. Mcmillian Memorial Hospital Heliport,"-87.07330322, 31.12719917",US,
0AL7,Gadsden Regl Medical Center Heliport,"-85.96530151, 34.00830078",US,
0AL8,Brookwood Medical Center Heliport,"-86.77310181, 33.46390152",US,
0AL9,Wilson Creek Airport,"-87.63249969, 34.84999847",US,
0AR0,Smh Heliport,"-94.13710022, 36.18149948",US,
0AR1,Hooterville South Airport,"-93.20200348, 35.09469986",US,
0AR2,Mission Field-Marotti Memorial Airport,"-90.35009766, 35.26679993",US,
0AR3,Taylor's Air Strip,"-93.26100159, 35.89899826",US,
0AR4,Gravette Medical Center Hospital Heliport,"-94.45690155, 36.40790176",US,
0AR5,Rgnl Medical Center Heliport,"-90.70179749, 35.83620071",US,
0AR6,Ami National Park Medical Center Heliport,"-93.03099823, 34.48149872",US,
0AR7,Yancopin Airport,"-91.18119812, 33.95009995",US,
0AR8,Howard Memorial Hospital Heliport,"-93.85209656, 33.95009995",US,
0AR9,Eureka Springs Hospital Heliport,"-93.74349976, 36.40010071",US,
0AZ0,Arizona Heart Hospital Heliport,"-112.0400009, 33.48130035",US,
0AZ1,Taylor Field,"-111.3239975, 32.30089951",US,
0AZ2,Western Sky Airport,"-113.6419983, 33.77809906",US,
0AZ4,Flying Bucket Ranch Airport,"-112.2870026, 32.9822998",US,
0AZ5,Castle Well Airport,"-112.6029968, 33.86589813",US,
0AZ6,St Joseph's Hospital Heliport,"-112.0770035, 33.4817009",US,
0AZ7,Sunstate Heliport,"-111.9629974, 33.44369888",US,
0B2,Brewer Airport,"-68.76779938, 44.76369858",US,
0B7,Warren-Sugarbush Airport,"-72.82710266, 44.11669922",US,
0C1,Triple R Airport,"-94.78050232, 39.4878006",US,
0C2,Hinckley Airport,"-88.70339966, 41.77090073",US,
0C5,Canadian Lakes Airport,"-85.2806015, 43.57640076",US,
0C7,Grandpas' Farm Mendota Airport,"-89.13259888, 41.52199936",US,
0C8,Cushing Field Ltd Airport,"-88.60559845, 41.51950073",US,
0C9,Coach & Paddock Heliport,"-74.97570038, 40.63819885",US,
0CA0,Drew Medical Center Heliport,"-118.2419968, 33.9233017",US,
0CA1,Northside Airpark,"-120.4580002, 34.98830032",US,
0CA2,Va Greater Los Angeles Health Care Center Heliport,"-118.4560013, 34.04919815",US,
0CA3,Crawford Airport,"-120.0130005, 34.58750153",US,
0CA4,Shepherd Ranch Airport,"-120.0650024, 34.62220001",US,
0CA5,Hoffman Private Airport,"-116.7450027, 33.14310074",US,
0CA6,Emory Ranch Airport,"-116.0161111, 32.7494444",US,
0CA7,Boeing Seal Beach (Rooftop) Heliport,"-118.0879974, 33.75699997",US,
0CA8,Ward Ranch Airport,"-116.8430023, 33.42779922",US,
0CA9,Blech Ranch Airport,"-120.3389969, 35.59500122",US,
0CD0,Delta County Memorial Hospital Heliport,"-108.052002, 38.74079895",US,
0CD1,Colorado Plains Medical Center Heliport,"-103.7963389, 40.2610917",US,
0CD2,Foxx Valley Airport,"-104.2340012, 38.65250015",US,
0CD3,Branch's Heliport,"-104.5279999, 40.34799957",US,
0CD4,Kauffman Heliport,"-104.887001, 40.14630127",US,
0CD5,Pinon Canyon Airport,"-104.1439972, 37.4905014",US,
0CD6,Exempla Good Samaritan Heliport,"-105.0849991, 39.97169876",US,
0CD7,Fox Hole Airport,"-105.0719986, 40.00469971",US,
0CD8,Prowers Medical Center Heliport,"-102.6090012, 38.07109833",US,
0CD9,Swedish S.W. Medical Heliport,"-105.0910034, 39.60309982",US,
0CL0,Yosemite Hidden Lake Ranch Airport,"-119.913002, 37.11800003",US,
0CL1,Krey Field Airport,"-117.5559998, 34.56940079",US,
0CL2,Parking Lot Heliport,"-117.0849991, 32.59389877",US,
0CL3,John Nichol's Field Airport,"-116.8929977, 32.6330986",US,
0CL4,Glen Fed Heliport,"-118.2549973, 34.15719986",US,
0CL5,The Atrium Heliport,"-117.8580017, 33.67060089",US,
0CL6,Bohunk's Airpark,"-118.2829971, 34.69469833",US,
0CL7,Good Samaritan Hospital Heliport,"-118.2649994, 34.05450058",US,
0CL8,Tera Ultralightport,"-117.6340027, 35.59130096",US,
0CL9,Sce San Jacinto Valley Service Center Heliport,"-117.151001, 33.74110031",US,
0CO0,Longmont United Hospital Heliport,"-105.1259995, 40.17890167",US,
0CO1,Dave's Airport,"-105.1240005, 40.03329849",US,
0CO2,Buckhorn Ranch Airport,"-106.93282, 38.85189819",US,CSE
0CO3,Greggs Nr 1 Airport,"-104.5449982, 39.88940048",US,
0CO4,Geo-Seis Helicopters Heliport,"-105.0459976, 40.58990097",US,
0CO5,Chenoweth Airport,"-103.5899963, 39.83330154",US,
0CO6,Flying M & M Ranch Airport,"-108.2129974, 38.2193985",US,
0CO7,Century Helicopters Heliport,"-105.0400009, 40.58549881",US,
0CO8,Cartwheel Airport,"-105.0130005, 40.20830154",US,
0CO9,Van Treese Airport,"-106.0339966, 37.65829849",US,
0CT0,Sharon Hospital Heliport,"-73.48100281, 41.88119888",US,
0CT1,Bristol-Myers Squibb Company Heliport,"-72.7562027, 41.48479843",US,
0CT2,Windham Hospital Heliport,"-72.22589874, 41.71699905",US,
0CT3,N B G H Heliport,"-72.78790283, 41.66159821",US,
0CT4,Burke Heliport,"-72.93979645, 41.50619888",US,
0CT5,St Francis Hospital Heliport,"-72.6989975, 41.7745018",US,
0CT6,Middletown Heliport,"-72.70449829, 41.59680176",US,
0CT7,Bridgeport Hospital Heliport,"-73.16619873, 41.18840027",US,
0CT8,Danbury Hospital Heliport,"-73.44470215, 41.4056015",US,
0CT9,Hartford Hospital Heliport,"-72.67870331, 41.75450134",US,
0D6,Wilber Municipal Airport,"-96.9878006, 40.47499847",US,
0D7,Ada Airport,"-83.82910156, 40.79059982",US,
0.00E+00,Corydon Airport,"-93.24130249, 40.75450134",US,
0FA0,Doral Resort & Country Club Heliport,"-80.33889771, 25.81290054",US,
0FA1,Frierson Grove Airport,"-81.88040161, 27.30389977",US,
0FA2,Doctors Memorial Hospital #2 Heliport,"-83.592732, 30.119753",US,
0FD0,Big 'G' Airport,"-81.23010254, 29.26749992",US,
0FD1,Panhandle Helicopter Llc Heliport,"-85.87220001, 30.21409988",US,
0FD2,Dolphin Stadium Heliport,"-80.2370026, 25.95999264",US,
0FD3,Dugger Field,"-86.09380341, 30.49640083",US,
0FD4,Cloverleaf Farms Ii Inc. Heliport,"-82.20819855, 29.3614006",US,
0FD5,Breezy Knoll Airport,"-86.3443985, 30.82019997",US,
0FD6,Fulton Seaplane Base,"-80.48639679, 27.90749931",US,
0FD9,Joy Farms Airport,"-86.10939789, 30.65209961",US,
0FL0,Harper's Fly-In Ranch Airport,"-81.16390228, 26.73060036",US,
0FL1,Thompson Airfield,"-82.83560181, 29.98329926",US,
0FL2,Alligator Drink Seaplane Base,"-81.16419983, 28.78779984",US,
0FL3,Old Town Ems Heliport,"-82.98169708, 29.60280037",US,
0FL4,Jackson Heliport,"-85.37830353, 30.70499992",US,
0FL5,Lake Conway South Seaplane Base,"-81.34970093, 28.45859909",US,
0FL6,Stanchester Airport,"-82.14009857, 27.80590057",US,
0FL7,Wcpx Tv-6 Heliport,"-81.41940308, 28.61030006",US,
0FL8,Gary Gale Seaplane Base,"-81.68190002, 30.19389915",US,
0FL9,Mc Daniel Ranch Inc. Airport,"-81.02310181, 26.39389992",US,
0G0,North Buffalo Suburban Airport,"-78.70330048, 43.10319901",US,
0G5,Grand Marais/Cook County Seaplane Base,"-90.3835, 47.8263",US,
0GA0,Halls Flying Ranch Airport,"-84.36710358, 33.35620117",US,
0GA1,Mustang Field,"-82.89710236, 34.47790146",US,
0GA2,"Airnautique, Inc. Airport","-82.9457016, 34.37789917",US,
0GA3,Ayresouth Airport,"-85.06079865, 33.77009964",US,
0GA4,Paradise Falls Airport,"-83.50569916, 33.81290054",US,
0GA5,Big Canoe Heliport,"-84.28910065, 34.45479965",US,
0GA6,Sunset Strip,"-83.81880188, 33.73339844",US,
0GA7,Hickory Level Airfield,"-84.99990082, 33.6833992",US,
0GA8,Paso Fino Farm Airport,"-83.41600037, 30.88710022",US,
0GA9,Roberta Industrial Park Airport,"-84.02749634, 32.71390152",US,
0GE0,Pinewood Airport,"-84.80079651, 33.78210068",US,
0GE1,Crystal Lake Airpark,"-83.44709778, 31.66550064",US,
0GE3,Lookout Mountain Airport,"-85.45970154, 34.90470123",US,
0GE4,Pecan Patch Airstrip,"-84.26670074, 33.33140182",US,
0GE5,Mountain Airpark,"-83.71350098, 34.5617981",US,
0GE7,Carpenter Airport,"-82.37249756, 33.52030182",US,
0GE9,Pegasus Ranch Airport,"-81.79859924, 32.69390106",US,
0H7,Kahoka Municipal Airport,"-91.70629883, 40.42160034",US,
0I2,Brazil Clay County Airport,"-87.09970093, 39.47669983",US,
0IA0,Knoxville Area Community Hospital Heliport,"-93.09600067, 41.31689835",US,
0IA1,St Anthony Regional Hospital Heliport,"-94.86830139, 42.05830002",US,
0IA2,Audubon County Memorial Hospital Heliport,"-94.93859863, 41.71549988",US,
0IA3,Hawkeye Airport,"-92.32800293, 42.43470001",US,
0IA4,Sharar Field,"-91.05010223, 41.03340149",US,
0IA5,Moore Private Airport,"-93.26270294, 40.87220001",US,
0IA6,Rinehart Airport,"-92.28990173, 41.65969849",US,
0IA7,Cromwell Heliport,"-94.46690369, 41.03889847",US,
0IA8,Hannen Airport,"-91.75099945, 42.22800064",US,
0IA9,Army Reserve Heliport,"-91.30010223, 40.83340073",US,
0ID0,South Fork Ranch Airport,"-115.1070023, 43.60639954",US,
0ID1,Ziggy's Airport,"-114.6050034, 42.64120102",US,
0ID2,Flying Joseph Ranch Airport,"-113.7730026, 44.44290161",US,
0ID3,Coyote Run Airport,"-115.6729965, 43.07580185",US,
0ID4,Black Butte Ranch Airport,"-114.4700012, 43.04769897",US,
0ID5,Ez Lope Ranch Airport,"-116.461998, 43.05310059",US,
0ID6,Steele Memorial Heliport,"-113.8909988, 45.1739006",US,
0ID7,Z X Ranch Airport,"-116.763192, 43.230308",US,
0ID8,Pinnacle Airport,"-116.178475, 45.775197",US,
0II0,Chuck's Airport,"-85.25330353, 40.25999832",US,
0II1,Unsicker Airport,"-86.15329742, 40.42810059",US,
0II2,Creighton Airport,"-86.12439728, 41.45729828",US,
0II3,Miller Strip,"-86.03780365, 40.62779999",US,
0II5,Marshall Field,"-86.85720062, 40.65950012",US,
0II6,Kropf Airport,"-85.82969666, 41.64310074",US,
0II7,Frost Field,"-85.78610229, 39.79560089",US,
0II8,Sutton's Field,"-87.47589874, 41.32479858",US,
0II9,Winters Airport,"-86.57720184, 39.53419876",US,
0IL0,Hamilton Memorial Hospital Heliport,"-88.53890228, 38.08670044",US,
0IL1,Loyola University Medical Center Heliport,"-87.83640289, 41.86090088",US,
0IL2,Griffin Airport,"-88.997778, 38.803056",US,
0IL3,Flying B Ranch Airport,"-87.67449951, 40.1570015",US,
0IL4,Good Samaritan Hospital Heliport,"-88.00779724, 41.81890106",US,
0IL6,Kishwaukee Community Hospital Heliport,"-88.71730042, 41.96310043",US,
0IL8,Walter Airport,"-88.72370148, 41.87250137",US,
0IL9,Jack W. Watson Airport,"-88.78730011, 41.85480118",US,
0IN1,Snider Field,"-87.59590149, 38.5",US,
0IN2,The Lazy K Airport,"-85.08609772, 40.82780075",US,
0IN3,Graves Landing Strip,"-86.66670227, 41.11669922",US,
0IN4,Air Park Field,"-84.94719696, 41.12779999",US,
0IN5,Byrne Field,"-86.03359985, 38.32899857",US,
0IN7,Roto-Whirl/Holiday Heliport,"-86.22609711, 39.92250061",US,
0IN8,Roto-Whirl/Vantage Heliport,"-86.11859894, 39.83729935",US,
0IN9,Parrish Airport,"-87.95140076, 37.99309921",US,
0IS0,Trinity Medical Center West Heliport,"-90.5714035, 41.48109818",US,
0IS2,Evanston/Glenbrook Heliport,"-87.8526001, 42.0931015",US,
0IS3,Cady Aerial RLA Restricted Landing Area,"-89.69360352, 41.66080093",US,
0IS4,Dawson Farms Airport,"-88.67150116, 39.76250076",US,
0IS6,Dongola Heliport,"-89.16359711, 37.36560059",US,
